1.,1.013333,1.026667,1.04
inf,inf,inf,inf
3.27558,3.97184,1.60388,1.60196
3.27316,4.1398,-0.904292,-0.901187
3.42269,3.86581,1.20727,1.20741
3.27608,3.82735,1.06575,1.06584
3.4498,3.81458,0.937976,0.938341
3.29281,3.66246,1.0029,1.00292
3.18598,3.71871,0.816111,0.816021
3.4221,3.61874,1.01751,1.01743
3.3287,3.61345,1.00093,1.00094
3.21286,3.47996,0.728402,0.728419
3.2069,3.54557,0.846183,0.846184
3.22508,3.41004,0.888489,0.888519
3.17857,3.39232,0.881537,0.881546
3.14668,3.37526,0.894106,0.89413
3.12222,3.30823,0.766916,0.772786
3.08437,3.26924,0.684171,0.677741
3.06506,3.22018,0.797273,0.797276
3.02396,3.20149,0.941802,0.93831
2.99433,3.09345,0.846708,0.854008
2.90924,3.04659,0.849249,0.845759
2.91329,3.00664,0.951378,0.946179
2.91191,2.9957,0.943964,0.949159
2.86114,2.92243,0.889471,0.894112
2.78915,2.88378,0.913184,0.910747
2.82491,2.84673,0.879014,0.876857
2.73289,2.80214,0.926531,0.928302
2.69756,2.68954,0.875916,0.874046
2.68522,2.64352,0.890447,0.888859
2.64641,2.63187,0.882192,0.885274
2.62599,2.56013,0.958773,0.958683
2.57571,2.52119,0.791603,0.791516
2.50672,2.49693,0.922076,0.919635
2.49294,2.43424,0.868437,0.86969
2.45482,2.40825,0.877449,0.879652
2.39978,2.35145,0.866372,0.864143
2.36526,2.3123,0.928564,0.928564
2.31051,2.28748,0.906274,0.906272
2.32074,2.24295,0.904425,0.904427
2.26213,2.21544,0.965184,0.964422
2.23338,2.1769,0.922775,0.922049
2.20604,2.12379,0.913959,0.914768
2.17934,2.09818,0.926561,0.929371
2.12258,2.08562,0.905995,0.90454
2.11164,2.02316,0.927824,0.929062
2.06871,1.98449,0.888616,0.887901
2.0285,1.9597,0.877522,0.877473
1.98863,1.89529,0.924808,0.923643
1.98353,1.9019,0.922226,0.921148
1.92877,1.84685,0.88893,0.888977
1.90073,1.81855,0.913024,0.913565
1.87024,1.80334,0.908214,0.907749
1.81676,1.76468,0.926876,0.926451
1.79921,1.71401,0.939643,0.941867
1.76533,1.70535,0.899714,0.898373
1.72155,1.66679,0.93168,0.932509
1.70912,1.65886,0.925257,0.927224
1.67725,1.60486,0.869705,0.867192
1.63612,1.59402,0.897029,0.896648
1.60356,1.56004,0.92637,0.927098
1.56462,1.5293,0.887195,0.886463
1.53881,1.50623,0.91385,0.913859
1.50147,1.47937,0.906212,0.906223
1.50007,1.46504,0.925318,0.92627
1.45942,1.43495,0.933657,0.933337
1.39762,1.42782,0.930654,0.930349
1.38373,1.39594,0.893373,0.892484
1.34448,1.34814,0.882873,0.884352
1.32106,1.31562,0.901422,0.900576
1.28742,1.31645,0.910872,0.910346
1.22152,1.32045,0.911269,0.91155
1.21221,1.25695,0.904022,0.90505
1.18137,1.22153,0.93448,0.933268
1.18173,1.20416,0.936317,0.937266
1.11874,1.18943,0.887191,0.886948
1.07889,1.14782,0.945461,0.945462
1.0739,1.12804,0.912753,0.912094
1.06322,1.10313,0.903889,0.904986
1.03549,1.07727,0.897303,0.896867
0.978835,1.02433,0.912064,0.913285
0.963967,1.03749,0.916713,0.916089
0.931732,0.986293,0.887756,0.886946
0.918702,0.998882,0.906567,0.90619
0.867351,0.972308,0.885404,0.886746
0.860635,0.94831,0.906808,0.905338
0.84668,0.909761,0.91235,0.912542
0.790443,0.888382,0.899451,0.899462
0.77509,0.869251,0.904794,0.905483
0.728627,0.835812,0.900648,0.899978
0.753046,0.809023,0.881461,0.882302
0.707733,0.797093,0.899925,0.899439
0.702733,0.805587,0.908447,0.908761
0.668837,0.774914,0.907352,0.907198
0.653624,0.720208,0.922475,0.923204
0.619404,0.691635,0.910926,0.908739
0.594479,0.68183,0.915341,0.9165
0.586251,0.657907,0.897862,0.898151
0.533627,0.658362,0.901162,0.901299
0.549296,0.644923,0.908356,0.908487
0.526175,0.626007,0.91626,0.915867
0.508276,0.606894,0.894574,0.895357
