1.03,1.033333,1.036667,1.04
inf,inf,inf,inf
2.42042,1.45659,1.60368,1.6019
1.98366,1.83924,-0.903963,-0.901084
2.12468,1.34409,1.20729,1.20742
1.67292,1.65477,1.06576,1.06584
1.73765,1.29154,0.938015,0.938353
1.45998,1.56574,1.0029,1.00292
1.48413,1.00067,0.816102,0.816018
1.31892,1.09505,1.0175,1.01742
1.16536,0.749677,1.00093,1.00094
1.12563,0.976479,0.728404,0.728419
1.08861,0.980445,0.846183,0.846184
1.0343,0.911105,0.888492,0.88852
0.998714,0.804541,0.881538,0.881547
1.06555,0.937398,0.894108,0.89413
0.951421,0.898211,0.766915,0.772786
0.99385,0.909583,0.684171,0.677741
0.884947,0.952028,0.797273,0.797276
0.919294,0.869948,0.941804,0.938311
0.898307,0.821055,0.846707,0.854008
0.879049,0.868381,0.849248,0.845758
0.88794,0.802084,0.951378,0.946179
0.831875,0.982406,0.943963,0.949159
0.931365,0.897491,0.889473,0.894113
0.926863,0.940369,0.913185,0.910747
1.00827,0.866867,0.879014,0.876857
0.960293,0.826268,0.928294,0.930061
0.942391,0.915327,0.874058,0.872185
0.911636,0.950871,0.890447,0.888859
0.887718,0.882402,0.882192,0.885274
0.910552,0.841346,0.958773,0.958683
0.948364,0.916079,0.791604,0.791517
0.889999,0.898979,0.922077,0.919635
0.85409,0.861985,0.868438,0.869691
0.877538,0.94792,0.877449,0.879652
0.805158,0.853312,0.866373,0.864144
0.908074,0.902306,0.928564,0.928564
0.926913,0.874839,0.906274,0.906272
0.875254,0.890215,0.904425,0.904427
0.865726,0.891356,0.964412,0.964422
0.865455,0.935572,0.923581,0.922817
0.886513,0.910189,0.913221,0.913994
0.84271,0.883561,0.92729,0.929371
0.916566,0.910531,0.905995,0.90454
0.928979,0.909639,0.927824,0.929062
0.918078,0.901258,0.888616,0.887901
0.873078,0.917297,0.877523,0.878084
0.902128,0.886067,0.924809,0.923059
0.942659,0.964519,0.921688,0.921148
0.898824,0.86381,0.889486,0.888977
0.92418,0.968223,0.913024,0.913565
0.870596,0.916974,0.908214,0.907264
0.899052,0.945924,0.926418,0.926927
0.916824,0.907177,0.94053,0.941867
0.943889,0.920925,0.898825,0.898373
0.920462,0.888958,0.932102,0.932509
0.893026,0.873973,0.925654,0.927224
0.920203,0.888956,0.869287,0.867192
0.865584,0.881892,0.896649,0.896648
0.955769,0.926482,0.926739,0.927098
0.910704,0.927138,0.887195,0.886463
0.877048,0.898119,0.913511,0.913859
0.93123,0.930063,0.906554,0.906223
0.919561,0.908266,0.925632,0.92627
0.906068,0.892303,0.933345,0.933337
0.910919,0.906139,0.931242,0.930349
0.890123,0.925286,0.892466,0.892781
0.929449,0.906734,0.883172,0.884053
0.910718,0.92607,0.901422,0.900577
0.907171,0.914269,0.910605,0.910346
0.928654,0.919809,0.911276,0.912068
0.916674,0.920252,0.904282,0.904529
0.915173,0.903523,0.934241,0.933268
0.928063,0.900632,0.936788,0.937498
0.878424,0.945189,0.886947,0.886466
0.916142,0.906827,0.945461,0.945686
0.914417,0.935369,0.912753,0.912094
0.8834,0.89945,0.904105,0.904986
0.899681,0.909734,0.897297,0.896867
0.893064,0.883588,0.911854,0.913488
0.893336,0.915607,0.916911,0.915886
0.912477,0.893702,0.887552,0.886946
0.920965,0.912146,0.906377,0.90619
0.922208,0.908684,0.885599,0.886746
0.899809,0.892993,0.906808,0.905338
0.927596,0.918228,0.912173,0.912542
0.903289,0.885146,0.899455,0.899462
0.905106,0.926073,0.904967,0.905313
0.923673,0.875578,0.900648,0.900149
0.875637,0.915599,0.881295,0.882136
0.903748,0.881702,0.900247,0.899602
0.909242,0.897009,0.908289,0.908761
0.905766,0.90497,0.907201,0.90735
0.889745,0.897882,0.922624,0.922909
0.900476,0.896266,0.910926,0.908888
0.892233,0.877019,0.915341,0.916077
0.904458,0.906746,0.898284,0.898581
0.897773,0.895315,0.900742,0.901299
0.905273,0.895416,0.908623,0.908487
0.889982,0.912378,0.915995,0.915737
0.896289,0.932028,0.894574,0.895489
